frame,time_sec,x_pixel,y_pixel,x_mm,y_mm,distance_from_center_mm,current_zone,in_arena,on_feeder,transition_event,tag_type,bee_id,trial_outcome,orientation,x,xdop,xhdr,hdr,intensity,edge_intensity
2460,41.0,986.0,402.0,38.15,22.22,44.15,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2475,41.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2490,41.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2505,41.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2520,42.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2535,42.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2550,42.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2565,42.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2580,43.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2595,43.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2610,43.5,984.0,401.0,35.98,23.3,42.87,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2625,43.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2640,44.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2655,44.25,984.0,401.0,35.98,23.3,42.87,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2670,44.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2685,44.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2700,45.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2715,45.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2730,45.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2745,45.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2760,46.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2775,46.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2790,46.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2805,46.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2820,47.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2835,47.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2850,47.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2865,47.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2880,48.0,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2895,48.25,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2910,48.5,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
2925,48.75,985.0,402.0,37.06,22.22,43.21,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6106,101.77,968.53,422.4,19.24,0.13,19.24,Inner,True,True,,help,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6121,102.02,969.0,422.0,19.74,0.57,19.75,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6136,102.27,969.0,422.0,19.74,0.57,19.75,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6151,102.52,969.0,422.0,19.74,0.57,19.75,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6166,102.77,967.0,421.0,17.58,1.65,17.65,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6181,103.02,969.0,421.0,19.74,1.65,19.81,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6196,103.27,967.0,421.0,17.58,1.65,17.65,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6211,103.52,967.0,421.0,17.58,1.65,17.65,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6226,103.77,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6241,104.02,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6256,104.27,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6271,104.52,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6286,104.77,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6301,105.02,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6316,105.27,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6331,105.52,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6346,105.77,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6361,106.02,967.0,419.0,17.58,3.81,17.98,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6376,106.27,967.0,419.0,17.58,3.81,17.98,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6391,106.52,1011.2,454.4,65.43,-34.51,73.97,Inner,True,False,,help,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6406,106.77,1002.0,464.0,55.47,-44.91,71.37,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6421,107.02,993.0,470.0,45.73,-51.4,68.8,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6436,107.27,982.0,474.0,33.82,-55.73,65.19,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6451,107.52,968.0,479.0,18.66,-61.15,63.93,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6466,107.77,957.0,481.0,6.75,-63.31,63.67,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6481,108.02,943.0,482.0,-8.41,-64.39,64.94,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6496,108.27,936.0,479.0,-15.99,-61.15,63.2,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6511,108.52,931.0,475.0,-21.4,-56.82,60.71,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6526,108.77,927.0,468.0,-25.73,-49.24,55.56,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6541,109.02,925.0,460.0,-27.9,-40.58,49.24,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6556,109.27,931.0,436.0,-21.4,-14.59,25.9,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6571,109.52,945.0,429.0,-6.24,-7.01,9.39,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6586,109.77,946.0,429.0,-5.16,-7.01,8.71,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6601,110.02,946.0,428.0,-5.16,-5.93,7.86,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6616,110.27,967.0,420.0,17.58,2.73,17.79,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6631,110.52,966.0,403.0,16.49,21.14,26.81,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6646,110.77,966.0,403.0,16.49,21.14,26.81,Inner,True,True,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6661,111.02,981.0,398.0,32.73,26.55,42.15,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6676,111.27,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6691,111.52,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6706,111.77,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6721,112.02,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6736,112.27,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6751,112.52,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6766,112.77,983.0,399.0,34.9,25.47,43.2,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6781,113.02,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6796,113.27,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6811,113.52,983.0,399.0,34.9,25.47,43.2,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6826,113.77,983.0,398.0,34.9,26.55,43.85,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6841,114.02,945.07,477.87,-6.17,-59.92,60.24,Inner,True,False,,help,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6856,114.27,930.13,475.73,-22.34,-57.61,61.79,Inner,True,False,,help,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6871,114.52,911.0,483.0,-43.06,-65.48,78.36,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6886,114.77,907.0,489.0,-47.39,-71.97,86.17,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6901,115.02,891.0,496.0,-64.71,-79.55,102.55,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6916,115.27,882.0,505.0,-74.45,-89.3,116.26,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6931,115.52,867.0,511.0,-90.69,-95.79,131.91,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6946,115.77,852.0,519.0,-106.93,-104.45,149.48,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6961,116.02,845.0,521.0,-114.51,-106.62,156.46,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6976,116.27,829.0,533.0,-131.84,-119.61,178.01,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
6991,116.52,830.0,548.0,-130.75,-135.85,188.55,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7006,116.77,828.0,564.0,-132.92,-153.18,202.81,Inner,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7021,117.02,819.0,570.0,-142.66,-159.67,214.12,Outer,True,False,Inner -> Outer,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7036,117.27,811.0,575.0,-151.32,-165.08,223.95,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7051,117.52,801.0,587.0,-162.15,-178.08,240.84,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7066,117.77,795.0,600.0,-168.65,-192.15,255.66,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7081,118.02,792.0,615.0,-171.9,-208.39,270.14,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7096,118.27,791.0,630.0,-172.98,-224.63,283.52,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7111,118.52,793.0,643.0,-170.81,-238.71,293.53,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7126,118.77,797.0,661.0,-166.48,-258.2,307.22,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7141,119.02,801.0,673.0,-162.15,-271.19,315.97,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7156,119.27,801.0,694.0,-162.15,-293.92,335.69,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7171,119.52,810.0,701.0,-152.41,-301.5,337.83,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7186,119.77,817.0,715.0,-144.83,-316.66,348.21,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7201,120.02,824.0,726.0,-137.25,-328.57,356.08,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7216,120.27,833.0,738.0,-127.5,-341.56,364.59,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7231,120.52,843.0,751.0,-116.68,-355.64,374.29,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7246,120.77,858.0,766.0,-100.44,-371.88,385.2,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7261,121.02,871.0,776.0,-86.36,-382.71,392.33,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7276,121.27,877.0,785.0,-79.87,-392.45,400.49,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7291,121.52,888.0,792.0,-67.96,-400.03,405.76,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7306,121.77,901.0,800.0,-53.88,-408.69,412.23,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7321,122.02,915.0,806.0,-38.72,-415.19,416.99,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7336,122.27,926.0,813.0,-26.81,-422.76,423.61,Exited,False,False,Outer -> Exited,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7351,122.52,937.0,816.0,-14.91,-426.01,426.27,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7366,122.77,953.0,815.0,2.42,-424.93,424.94,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7381,123.02,967.0,809.0,17.58,-418.43,418.8,Outer,True,False,Exited -> Outer,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7396,123.27,975.0,804.0,26.24,-413.02,413.85,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7411,123.52,986.0,806.0,38.15,-415.19,416.93,Outer,True,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7426,123.77,991.0,813.0,43.56,-422.76,425.0,Exited,False,False,Outer -> Exited,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7441,124.02,998.0,825.0,51.14,-435.76,438.75,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7456,124.27,1011.0,835.0,65.21,-446.58,451.32,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7471,124.52,1025.0,840.0,80.37,-452.0,459.09,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7486,124.77,1032.0,847.0,87.95,-459.58,467.92,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7501,125.02,1044.0,848.0,100.94,-460.66,471.59,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7516,125.27,1059.0,846.0,117.18,-458.49,473.23,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7531,125.52,1075.0,842.0,134.51,-454.16,473.66,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7546,125.77,1087.0,838.0,147.5,-449.83,473.4,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7561,126.02,1101.0,829.0,162.66,-440.09,469.18,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7576,126.27,1114.0,821.0,176.73,-431.43,466.22,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7591,126.52,1127.0,815.0,190.81,-424.93,465.8,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7606,126.77,1140.0,811.0,204.88,-420.6,467.85,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7621,127.02,1151.0,805.0,216.79,-414.1,467.42,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7636,127.27,1164.0,798.0,230.87,-406.52,467.5,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7651,127.52,1180.0,788.0,248.19,-395.7,467.09,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7666,127.77,1196.0,782.0,265.51,-389.2,471.14,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7681,128.02,1209.0,776.0,279.59,-382.71,473.95,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7696,128.27,1222.0,768.0,293.66,-374.04,475.55,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7711,128.52,1233.0,767.0,305.57,-372.96,482.15,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7726,128.77,1243.0,768.0,316.4,-374.04,489.91,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7741,129.02,1256.0,767.0,330.47,-372.96,498.31,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7756,129.27,1269.0,764.0,344.55,-369.71,505.37,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7771,129.52,1282.0,751.0,358.62,-355.64,505.06,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7786,129.77,1292.0,741.0,369.45,-344.81,505.36,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7801,130.02,1300.0,732.0,378.11,-335.07,505.21,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7816,130.27,1311.0,723.0,390.02,-325.32,507.89,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7831,130.52,1322.0,710.0,401.93,-311.25,508.35,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7846,130.77,1330.0,699.0,410.59,-299.34,508.12,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7861,131.02,1337.0,687.0,418.17,-286.35,506.81,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7876,131.27,1349.0,676.0,431.16,-274.44,511.09,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7891,131.52,1358.0,662.0,440.91,-259.28,511.49,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7906,131.77,1368.0,655.0,451.73,-251.7,517.12,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7921,132.02,1373.0,643.0,457.15,-238.71,515.72,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7936,132.27,1368.0,636.0,451.73,-231.13,507.43,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7951,132.52,1371.0,656.0,454.98,-252.78,520.49,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7966,132.77,1365.0,674.0,448.49,-272.27,524.66,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7981,133.02,1367.0,674.0,450.65,-272.27,526.51,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
7996,133.27,1369.0,666.0,452.82,-263.61,523.96,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
8011,133.52,1374.0,657.0,458.23,-253.87,523.85,Exited,False,False,,auto,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
8026,133.77,1369.6,650.67,453.47,-247.01,516.38,Exited,False,False,,analysis_end,unknown,Unknown,LR,472658.0000,0.0450,108239.0000,0.2415,101,45/57
